Pretrain models save dir: ./pretrain_models_cifar10
Namespace(dataset='cifar10', data_dir='./data', imagenet_dir='', nclass=10, dseed=0, size=32, phase=-1, nclass_sub=-1, load_memory=True, net_type='convnet', norm_type='instance', depth=3, width=1.0, pretrain_epochs=60, batch_real=64, batch_size=64, lr=0.01, momentum=0.9, weight_decay=0.0005, seed=0, pretrain_amount=5, mixup='cut', beta=1.0, mix_p=0.5, rrc=True, dsa=True, dsa_strategy='color_crop_flip_scale_rotate', aug_type='color_crop_cutout', verbose=False, workers=8, ipc=-1, reproduce=True, gpu=1, bottleneck=True, data_name='cifar10', pretrain_dir='./pretrain_models_cifar10', niter=10000, nch=3, augment=False)
Start training 5 models for 60 epochs
<Pretraining  3-th model>...[Epoch 52] Train acc: 75.1 (loss: 0.864), Val acc: 86.2
<Pretraining  3-th model>...[Epoch 53] Train acc: 76.1 (loss: 0.855), Val acc: 86.0
<Pretraining  3-th model>...[Epoch 54] Train acc: 75.4 (loss: 0.870), Val acc: 86.2
<Pretraining  3-th model>...[Epoch 55] Train acc: 75.9 (loss: 0.851), Val acc: 86.2
<Pretraining  3-th model>...[Epoch 56] Train acc: 75.5 (loss: 0.869), Val acc: 86.0
<Pretraining  3-th model>...[Epoch 57] Train acc: 76.2 (loss: 0.851), Val acc: 86.3
<Pretraining  3-th model>...[Epoch 58] Train acc: 76.3 (loss: 0.846), Val acc: 86.3
<Pretraining  3-th model>...[Epoch 59] Train acc: 76.3 (loss: 0.836), Val acc: 86.3
<Pretraining  4-th model>...[Epoch  0] Train acc: 34.9 (loss: 1.870), Val acc: 57.1
<Pretraining  4-th model>...[Epoch  1] Train acc: 48.1 (loss: 1.536), Val acc: 66.5
<Pretraining  4-th model>...[Epoch  2] Train acc: 52.5 (loss: 1.438), Val acc: 69.8
